SparkFun ADXL345 Accelerometer Hook Up Guide Example

-29, 2, 7
-29, 2, 7
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 2, 8
-31, 3, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 2, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 7
-31, 3, 7
-31, 3, 8
-31, 3, 8
-30, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 2, 8
-31, 3, 8
-31, 2, 8
-31, 3, 7
-31, 2, 7
-31, 3, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 7
-31, 2, 8
-31, 2, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
*** INACTIVITY ***
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 2, 8
-31, 2, 8
-31, 2, 8
-31, 3, 8
-31, 2, 8
-30, 2, 8
-30, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 2, 8
-31, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 2, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-30, 3, 8
-30, 3, 8
-30, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
-31, 3, 8
